////////////////////////////////////////////////////////////////////////
// Model: image // Image Model [OD]
// D8.5 Figure 5
////////////////////////////////////////////////////////////////////////
ngo:I2UT-112G-967Y-5HIE	crm:P2_has_type	crm:E5_Event
N5d8d86222f564849a29c27291a0ba985	crm:P90_has_value	36659210
N5d8d86222f564849a29c27291a0ba985	crm:P2_has_type	aat:300265863
wd:Q3411251	crm:P1i_identifies	pyramid@en
Ncb5883af135c49388a9fa60262ac8018	crm:P1i_identifies	P4386_036.tif
N00f74bb42512413c924acf59b5d68b76	crm:P2_has_type	aat:300055647
ngo:UVKU-M6GX-IOR7-3SNF	crm:P43_has_dimension	N5d8d86222f564849a29c27291a0ba985
N5dd6374ebc624eca987531d1edb9b4aa	crm:P2_has_type	aat:300410392
N29c427176a6d4924b8c26cf1100ee513	crm:P2_has_type	wd:Q873806
N96626654e2cd49a8aaa5431b03d7f648	crm:P2_has_type	crm:E54_Dimension
ngo:3JFP-E9HE-8GPE-0F1V	crm:P2_has_type	aat:300055863
ngo:IEJB-R3SA-F8E1-T48I	crm:P2_has_type	crm:E5_Event
ngo:UVKU-M6GX-IOR7-3SNF	crm:P70_documents	ngo:546F-NAYU-6X99-MY16
ngo:YP7L-BNNO-YILR-NSFY	crm:P2_has_type	crm:E90_Symbolic_Object
ngo:UVKU-M6GX-IOR7-3SNF	crm:P2_has_type	aat:300266226
Ncb5883af135c49388a9fa60262ac8018	crm:P2_has_type	wd:Q1144928
ngo:5TU7-NCA9-QGON-JWZN	crm:P2_has_type	aat:300055863
aat:300055647	crm:P1i_identifies	width@en
ngo:546F-NAYU-6X99-MY16	crm:P2_has_type	crm:E5_Event
ngo:UVKU-M6GX-IOR7-3SNF	crm:P2_has_type	crm:E31_Document
ngo:UVKU-M6GX-IOR7-3SNF	crm:P70_documents	ngo:IEJB-R3SA-F8E1-T48I
aat:300265866	crm:P1i_identifies	bits (computing)@en
aat:300265863	crm:P1i_identifies	size for computer files@en
N00f74bb42512413c924acf59b5d68b76	crm:P90_has_value	2870
ngo:O80Y-QWF3-XRYU-4PR2	crm:P2_has_type	crm:E5_Event
ngo:I2UT-112G-967Y-5HIE	crm:P1i_identifies	History of NG1171
